Title,Juan,María,Pedro,Ana,Luis,Laura,Carlos,Sara,Javier,Lucía,Pablo,Elena,Marta,José,Isabel,Total
"Diseño de objetos: relación entre material, forma y narración",0.08247900391562928,0.11144183916736253,0.4222733638006821,0.4187295165068121,0.3753556342015098,0.28975285142324925,0.10556061798521246,0.24270577832950693,0.17711808550590646,0.22805163925154293,0.03886873172702924,0.2729770555775071,0.04412288018858587,0.27595295246802753,0.3410043934309787,3.4263943434795423
Google Project Management:,0.2061975097890732,0.3343255175020876,0.23459631322260116,0.4187295165068121,0.08341236315589107,0.12417979346710681,0.2463081086321624,0.09708231133180277,0.14169446840472516,0.04561032785030859,0.1943436586351462,0.35097050002822344,0.3971059216972729,0.1971092517628768,0.3410043934309787,3.412669955417069
Arte digital y diseño para encontrar el color dentro del caos,0.16495800783125855,0.3343255175020876,0.18767705057808093,0.0,0.3753556342015098,0.206966322445178,0.14074749064694994,0.4368704009931125,0.3188125539106316,0.22805163925154293,0.34981858554326317,0.11699016667607448,0.08824576037717174,0.11826555105772607,0.3410043934309787,3.408089074445566
Uncommon Sense Teaching,0.16495800783125855,0.3343255175020876,0.4222733638006821,0.2326275091704512,0.3753556342015098,0.12417979346710681,0.17593436330868742,0.3397880896613097,0.24796531970826902,0.0,0.1943436586351462,0.11699016667607448,0.13236864056575762,0.1971092517628768,0.3410043934309787,3.3992237097221967
"Aprende Excel desde cero, Curso Excel Básico / Intermedio
Excel Básico / Intermedio. Fácil y rápido Excel una de las herramientas con mayor demanda + Material Didactico en PDF",0.2886765137047025,0.11144183916736253,0.0,0.13957650550227071,0.041706181577945534,0.3725393804013204,0.31668185395563736,0.3397880896613097,0.17711808550590646,0.22805163925154293,0.34981858554326317,0.1949836111267908,0.22061440094292936,0.27595295246802753,0.3410043934309787,3.3979540322399875
"Adobe Illustrator CC - de Novato a Ilustrador Experto
Aprende todo sobre Adobe Illustrator cc desde cero y domina el mejor software de vectorización",0.08247900391562928,0.11144183916736253,0.1407577879335607,0.3256785128386317,0.29194327104561874,0.0413932644890356,0.2463081086321624,0.4368704009931125,0.3188125539106316,0.4104929506527773,0.11660619518108772,0.11699016667607448,0.3971059216972729,0.0,0.3410043934309787,3.3778843705639363
Rotulación tradicional a mano sobre vidrio,0.2061975097890732,0.26003095805717924,0.23459631322260116,0.3256785128386317,0.3753556342015098,0.12417979346710681,0.17593436330868742,0.19416462266360554,0.14169446840472516,0.22805163925154293,0.27208112208920465,0.1949836111267908,0.1764915207543435,0.27595295246802753,0.18944688523943262,3.3748399068824617
Retrato fotográfico con luz natural: crea atmósferas originales,0.3711555176203317,0.1857363986122709,0.4222733638006821,0.09305100366818048,0.3753556342015098,0.0413932644890356,0.2463081086321624,0.4368704009931125,0.3188125539106316,0.13683098355092577,0.1943436586351462,0.0,0.3088601613201011,0.1971092517628768,0.03788937704788652,3.3659896782448535
Ilustración fan art con estilo,0.16495800783125855,0.1857363986122709,0.4222733638006821,0.18610200733636095,0.041706181577945534,0.28975285142324925,0.10556061798521246,0.3397880896613097,0.10627085130354387,0.3192722949521601,0.34981858554326317,0.1949836111267908,0.3088601613201011,0.15768740141030144,0.18944688523943262,3.3622173091238823
Preparing for Google Cloud Certification: Cloud Security Engineer,0.2886765137047025,0.26003095805717924,0.1407577879335607,0.4187295165068121,0.3753556342015098,0.206966322445178,0.07037374532347497,0.3397880896613097,0.10627085130354387,0.22805163925154293,0.27208112208920465,0.11699016667607448,0.1764915207543435,0.3547966531731782,0.0,3.355360521081615
Manga para principiantes: del concepto a la creación,0.1237185058734439,0.3343255175020876,0.4222733638006821,0.09305100366818048,0.20853090788972767,0.12417979346710681,0.2463081086321624,0.4368704009931125,0.10627085130354387,0.22805163925154293,0.1943436586351462,0.2729770555775071,0.04412288018858587,0.3547966531731782,0.1515575081915461,3.3413778481475536
Arizona State University TESOL,0.1237185058734439,0.3343255175020876,0.1407577879335607,0.2326275091704512,0.041706181577945534,0.3725393804013204,0.17593436330868742,0.4368704009931125,0.0,0.4104929506527773,0.15547492690811696,0.03899672222535816,0.3971059216972729,0.3547966531731782,0.11366813114365956,3.3290149525609722
People Analytics,0.16495800783125855,0.26003095805717924,0.4222733638006821,0.09305100366818048,0.1251185447338366,0.1655730579561424,0.2463081086321624,0.3397880896613097,0.24796531970826902,0.04561032785030859,0.1943436586351462,0.35097050002822344,0.3971059216972729,0.11826555105772607,0.1515575081915461,3.322919921509244
"Negotiation, Mediation and Conflict Resolution",0.3711555176203317,0.26003095805717924,0.18767705057808093,0.4187295165068121,0.3753556342015098,0.28975285142324925,0.035186872661737485,0.24270577832950693,0.14169446840472516,0.4104929506527773,0.03886873172702924,0.35097050002822344,0.04412288018858587,0.03942185035257536,0.11366813114365956,3.319833691875983
Ilustración digital de personajes: conceptualización y color,0.1237185058734439,0.1485891188898167,0.4222733638006821,0.13957650550227071,0.3753556342015098,0.3725393804013204,0.31668185395563736,0.19416462266360554,0.17711808550590646,0.0,0.11660619518108772,0.35097050002822344,0.3088601613201011,0.1971092517628768,0.07577875409577305,3.319341933182255
"Gestión del tiempo para mujeres en el mercado de trabajo
Te enseño a dominar la gestión del tiempo y de tu trabajo, para que seas productiva.",0.2886765137047025,0.03714727972245418,0.4222733638006821,0.2326275091704512,0.20853090788972767,0.28975285142324925,0.10556061798521246,0.14562346699770415,0.14169446840472516,0.4104929506527773,0.27208112208920465,0.35097050002822344,0.22061440094292936,0.07884370070515072,0.11366813114365956,3.318557784660854
Ilustración para principiantes: encuentra tu propio método,0.3711555176203317,0.0,0.4222733638006821,0.4187295165068121,0.16682472631178213,0.28975285142324925,0.17593436330868742,0.048541155665901385,0.07084723420236258,0.18244131140123435,0.1943436586351462,0.1949836111267908,0.3971059216972729,0.03942185035257536,0.3410043934309787,3.313359475483807
Mathematics for Machine Learning: Linear Algebra,0.3711555176203317,0.11144183916736253,0.18767705057808093,0.4187295165068121,0.20853090788972767,0.12417979346710681,0.035186872661737485,0.048541155665901385,0.17711808550590646,0.3192722949521601,0.34981858554326317,0.2729770555775071,0.22061440094292936,0.27595295246802753,0.18944688523943262,3.3106429137862867
Creación de muebles en miniatura para casas de muñecas,0.3711555176203317,0.26003095805717924,0.1407577879335607,0.13957650550227071,0.16682472631178213,0.1655730579561424,0.035186872661737485,0.4368704009931125,0.3188125539106316,0.4104929506527773,0.03886873172702924,0.35097050002822344,0.08824576037717174,0.1971092517628768,0.18944688523943262,3.3099224607342594
Viñetas ilustradas: historias que traspasan la pantalla,0.2886765137047025,0.03714727972245418,0.23459631322260116,0.4187295165068121,0.1251185447338366,0.206966322445178,0.035186872661737485,0.14562346699770415,0.3188125539106316,0.4104929506527773,0.34981858554326317,0.15598688890143264,0.04412288018858587,0.1971092517628768,0.3410043934309787,3.3093923343855725
Improving Communication Skills,0.08247900391562928,0.1857363986122709,0.3284348385116416,0.4187295165068121,0.20853090788972767,0.206966322445178,0.17593436330868742,0.24270577832950693,0.14169446840472516,0.13683098355092577,0.27208112208920465,0.1949836111267908,0.3971059216972729,0.27595295246802753,0.03788937704788652,3.306055565904287
Sketching de viajes en acuarela: captura el mundo que te rodea,0.2061975097890732,0.03714727972245418,0.09383852528904046,0.4187295165068121,0.3753556342015098,0.206966322445178,0.17593436330868742,0.24270577832950693,0.3188125539106316,0.4104929506527773,0.07773746345405848,0.2729770555775071,0.3088601613201011,0.03942185035257536,0.11366813114365956,3.298845096003573
"Microsoft Planner | Mejora la productividad en equipo
Planner de Microsoft 365 es una herramienta de organización de tareas",0.2061975097890732,0.3343255175020876,0.4222733638006821,0.2326275091704512,0.20853090788972767,0.0413932644890356,0.10556061798521246,0.24270577832950693,0.14169446840472516,0.18244131140123435,0.34981858554326317,0.0,0.3971059216972729,0.15768740141030144,0.26522563933520565,3.28758779674778
"Professional Impresión 3D FDM y SLA
Creacion de prototipos y modelo de negocio con impresion en resina y plasticos",0.1237185058734439,0.26003095805717924,0.04691926264452023,0.18610200733636095,0.3753556342015098,0.1655730579561424,0.31668185395563736,0.4368704009931125,0.07084723420236258,0.3192722949521601,0.1943436586351462,0.1949836111267908,0.22061440094292936,0.3547966531731782,0.0,3.2661095340504733
Libros ilustrados silentes: cuenta una historia sin palabras,0.3711555176203317,0.3343255175020876,0.3284348385116416,0.18610200733636095,0.3753556342015098,0.0413932644890356,0.035186872661737485,0.14562346699770415,0.24796531970826902,0.18244131140123435,0.15547492690811696,0.2729770555775071,0.3971059216972729,0.03942185035257536,0.1515575081915461,3.264521013156931
"Aprender mandala de puntos: Clase magistral de pintura de pu
Desglose de todas las herramientas y técnicas con algunos hermosos proyectos de patrones artísticos",0.16495800783125855,0.1857363986122709,0.3284348385116416,0.2326275091704512,0.20853090788972767,0.206966322445178,0.035186872661737485,0.4368704009931125,0.0,0.4104929506527773,0.1943436586351462,0.1949836111267908,0.04412288018858587,0.27595295246802753,0.3410043934309787,3.2602117046176846
Dibujo de animales fantásticos en grafito y acuarela,0.1237185058734439,0.3343255175020876,0.3284348385116416,0.3256785128386317,0.08341236315589107,0.0413932644890356,0.31668185395563736,0.4368704009931125,0.3188125539106316,0.3192722949521601,0.0,0.35097050002822344,0.04412288018858587,0.07884370070515072,0.1515575081915461,3.2540946952957794
Fotografía documental con smartphone,0.2886765137047025,0.1485891188898167,0.1407577879335607,0.3256785128386317,0.08341236315589107,0.28975285142324925,0.17593436330868742,0.24270577832950693,0.10627085130354387,0.4104929506527773,0.34981858554326317,0.15598688890143264,0.22061440094292936,0.15768740141030144,0.1515575081915461,3.2479358765298403
"Programación en Arduino, con aplicaciones electrónicas.
Conviértete en MASTER en desarrollo de proyectos Arduino. Desarrolla dispositivos Increíbles!",0.2886765137047025,0.3343255175020876,0.1407577879335607,0.2326275091704512,0.16682472631178213,0.0,0.2463081086321624,0.19416462266360554,0.3188125539106316,0.18244131140123435,0.34981858554326317,0.0,0.3971059216972729,0.3547966531731782,0.03788937704788652,3.2445491886918187
Investment Management,0.3711555176203317,0.11144183916736253,0.1407577879335607,0.3256785128386317,0.29194327104561874,0.206966322445178,0.10556061798521246,0.3397880896613097,0.24796531970826902,0.04561032785030859,0.1943436586351462,0.07799344445071632,0.3971059216972729,0.1971092517628768,0.18944688523943262,3.2428667680412286
Pintura digital de personajes: crea escenas mágicas,0.2061975097890732,0.3343255175020876,0.1407577879335607,0.4187295165068121,0.20853090788972767,0.12417979346710681,0.17593436330868742,0.09708231133180277,0.24796531970826902,0.0,0.34981858554326317,0.35097050002822344,0.3971059216972729,0.0,0.18944688523943262,3.241044919945319
Engineering Project Management,0.2886765137047025,0.03714727972245418,0.3284348385116416,0.04652550183409024,0.29194327104561874,0.12417979346710681,0.2463081086321624,0.24270577832950693,0.07084723420236258,0.3192722949521601,0.11660619518108772,0.1949836111267908,0.3088601613201011,0.27595295246802753,0.3410043934309787,3.233447927928792
The Business of Product Management I,0.1237185058734439,0.11144183916736253,0.23459631322260116,0.2326275091704512,0.3753556342015098,0.3725393804013204,0.2463081086321624,0.24270577832950693,0.14169446840472516,0.22805163925154293,0.34981858554326317,0.11699016667607448,0.22061440094292936,0.1971092517628768,0.03788937704788652,3.231460958627657
"Curso Intensivo De Autocad Desde Cero-Actualizado 2021-2022
Curso completo que nos proporcionará los conocimientos necesarios para diseñar en Autocad cualquier proyecto en 2D",0.2061975097890732,0.26003095805717924,0.3284348385116416,0.18610200733636095,0.20853090788972767,0.206966322445178,0.14074749064694994,0.4368704009931125,0.17711808550590646,0.3192722949521601,0.34981858554326317,0.07799344445071632,0.13236864056575762,0.1971092517628768,0.0,3.2275607384499043
"EXCEL COMPLETO - PARA PRINCIPIANTES
Excel para negocios y empresas en crecimiento",0.04123950195781464,0.26003095805717924,0.4222733638006821,0.2326275091704512,0.08341236315589107,0.0413932644890356,0.0,0.3397880896613097,0.3188125539106316,0.4104929506527773,0.1943436586351462,0.11699016667607448,0.22061440094292936,0.3547966531731782,0.18944688523943262,3.2262623195225335
Dirección de arte para la industria de la moda,0.3711555176203317,0.1857363986122709,0.4222733638006821,0.2326275091704512,0.1251185447338366,0.206966322445178,0.10556061798521246,0.14562346699770415,0.3188125539106316,0.04561032785030859,0.27208112208920465,0.35097050002822344,0.3971059216972729,0.0,0.03788937704788652,3.2175315439891947
"SOLIDWORKS DE 0 A 100 BX INGENIERÍA
Aprende a crear tus proyectos con SolidWorks",0.3711555176203317,0.03714727972245418,0.04691926264452023,0.2326275091704512,0.29194327104561874,0.0413932644890356,0.31668185395563736,0.4368704009931125,0.10627085130354387,0.04561032785030859,0.34981858554326317,0.11699016667607448,0.3971059216972729,0.15768740141030144,0.26522563933520565,3.213447253457132
Collage digital para ilustración editorial vintage,0.3711555176203317,0.1857363986122709,0.1407577879335607,0.4187295165068121,0.3753556342015098,0.12417979346710681,0.10556061798521246,0.14562346699770415,0.14169446840472516,0.04561032785030859,0.1943436586351462,0.11699016667607448,0.3088601613201011,0.1971092517628768,0.3410043934309787,3.21271116140472
Introduction to Financial Accounting,0.1237185058734439,0.03714727972245418,0.1407577879335607,0.4187295165068121,0.16682472631178213,0.0413932644890356,0.17593436330868742,0.3397880896613097,0.24796531970826902,0.3192722949521601,0.1943436586351462,0.0,0.3088601613201011,0.3547966531731782,0.3410043934309787,3.210536015026919
Auditing I: Conceptual Foundations of Auditing,0.04123950195781464,0.1857363986122709,0.23459631322260116,0.4187295165068121,0.20853090788972767,0.0,0.10556061798521246,0.4368704009931125,0.14169446840472516,0.09122065570061717,0.34981858554326317,0.35097050002822344,0.1764915207543435,0.27595295246802753,0.18944688523943262,3.2068592253061845
Creación de UI Kits con Sketch,0.2061975097890732,0.11144183916736253,0.3284348385116416,0.2326275091704512,0.20853090788972767,0.3725393804013204,0.14074749064694994,0.09708231133180277,0.03542361710118129,0.4104929506527773,0.34981858554326317,0.11699016667607448,0.3971059216972729,0.1971092517628768,0.0,3.2045422803417756
Storytelling de marca: aprende a diferenciarte,0.2061975097890732,0.1857363986122709,0.23459631322260116,0.2326275091704512,0.3753556342015098,0.0413932644890356,0.31668185395563736,0.09708231133180277,0.17711808550590646,0.4104929506527773,0.1943436586351462,0.2729770555775071,0.22061440094292936,0.15768740141030144,0.07577875409577305,3.198683101592723
Lettering digital con toques analógicos,0.04123950195781464,0.03714727972245418,0.1407577879335607,0.2326275091704512,0.3753556342015098,0.28975285142324925,0.10556061798521246,0.3397880896613097,0.24796531970826902,0.3192722949521601,0.34981858554326317,0.11699016667607448,0.13236864056575762,0.1971092517628768,0.26522563933520565,3.1909791705991695
Réussir le Changement,0.2061975097890732,0.3343255175020876,0.18767705057808093,0.2326275091704512,0.3753556342015098,0.206966322445178,0.10556061798521246,0.3397880896613097,0.17711808550590646,0.04561032785030859,0.1943436586351462,0.15598688890143264,0.3971059216972729,0.03942185035257536,0.18944688523943262,3.187531869514978
Creación de un manual de identidad visual desde cero,0.16495800783125855,0.0,0.3284348385116416,0.2326275091704512,0.041706181577945534,0.206966322445178,0.07037374532347497,0.24270577832950693,0.17711808550590646,0.3192722949521601,0.34981858554326317,0.1949836111267908,0.3971059216972729,0.11826555105772607,0.3410043934309787,3.1853408265035554
Pintura acrílica paso a paso: crea paisajes increíbles,0.04123950195781464,0.3343255175020876,0.4222733638006821,0.04652550183409024,0.1251185447338366,0.12417979346710681,0.17593436330868742,0.4368704009931125,0.17711808550590646,0.4104929506527773,0.27208112208920465,0.07799344445071632,0.0,0.1971092517628768,0.3410043934309787,3.1822662354898785
Practical Data Science on the AWS Cloud,0.04123950195781464,0.3343255175020876,0.3284348385116416,0.0,0.041706181577945534,0.3725393804013204,0.17593436330868742,0.4368704009931125,0.24796531970826902,0.22805163925154293,0.15547492690811696,0.07799344445071632,0.3971059216972729,0.07884370070515072,0.26522563933520565,3.1817107763088845
"Power Virtual Agents - Chatbots sin programar con Microsoft
Crea chatbots y agentes conversacionales IA con Power Virtual Agents, una herramienta de la Microsoft Power Platform",0.3711555176203317,0.26003095805717924,0.0,0.18610200733636095,0.1251185447338366,0.1655730579561424,0.17593436330868742,0.14562346699770415,0.3188125539106316,0.18244131140123435,0.11660619518108772,0.03899672222535816,0.3971059216972729,0.3547966531731782,0.3410043934309787,3.1793016670299847
"Domina Outlook 365 y TO-DO aunque recibas muchos mails 2022
Usa el Método FAST (+10.000 usuarios) para multiplicar tu productividad y dominar el email con Outlook",0.2886765137047025,0.11144183916736253,0.23459631322260116,0.3256785128386317,0.20853090788972767,0.3725393804013204,0.31668185395563736,0.19416462266360554,0.14169446840472516,0.3192722949521601,0.11660619518108772,0.15598688890143264,0.04412288018858587,0.1971092517628768,0.1515575081915461,3.1786594314260035
ESG and Climate Change,0.2886765137047025,0.11144183916736253,0.04691926264452023,0.18610200733636095,0.20853090788972767,0.206966322445178,0.17593436330868742,0.4368704009931125,0.17711808550590646,0.09122065570061717,0.03886873172702924,0.11699016667607448,0.3971059216972729,0.3547966531731782,0.3410043934309787,3.178546225400709
"Edición de imagen y vídeo con Python: Pillow, GMIC e imageio
Aprenda a programar editores de fotografía y vídeo con Python",0.2886765137047025,0.26003095805717924,0.23459631322260116,0.4187295165068121,0.041706181577945534,0.12417979346710681,0.17593436330868742,0.19416462266360554,0.3188125539106316,0.4104929506527773,0.1943436586351462,0.2729770555775071,0.08824576037717174,0.07884370070515072,0.07577875409577305,3.177512696462798
Retrato contemporáneo hiperrealista de la figura humana,0.1237185058734439,0.1485891188898167,0.4222733638006821,0.09305100366818048,0.29194327104561874,0.206966322445178,0.31668185395563736,0.14562346699770415,0.17711808550590646,0.13683098355092577,0.34981858554326317,0.35097050002822344,0.22061440094292936,0.03942185035257536,0.1515575081915461,3.175178820791631
"WhatsApp Api con NodeJS Envío y Recepción de Mensajes
WhatsApp Api con NodeJS Envío y Recepción de Mensajes, Creación de un Chat BOT, Integración con CHATGPT",0.1237185058734439,0.26003095805717924,0.3284348385116416,0.18610200733636095,0.3753556342015098,0.3725393804013204,0.2463081086321624,0.19416462266360554,0.14169446840472516,0.0,0.34981858554326317,0.35097050002822344,0.13236864056575762,0.0,0.11366813114365956,3.1751743813628526
"Adobe After Effects CC - de 0 a Nivel Avanzado
Aprende todo sobre Adobe After Effects desde cero y domina el mejor software de efectos especiales",0.16495800783125855,0.11144183916736253,0.4222733638006821,0.4187295165068121,0.1251185447338366,0.206966322445178,0.17593436330868742,0.048541155665901385,0.17711808550590646,0.4104929506527773,0.1943436586351462,0.1949836111267908,0.13236864056575762,0.1971092517628768,0.18944688523943262,3.169826196948407
Diseño de interiores: transforma espacios con significado,0.2886765137047025,0.3343255175020876,0.4222733638006821,0.4187295165068121,0.16682472631178213,0.1655730579561424,0.14074749064694994,0.14562346699770415,0.14169446840472516,0.22805163925154293,0.1943436586351462,0.15598688890143264,0.08824576037717174,0.11826555105772607,0.1515575081915461,3.1609191282461535
Introducción a la escritura fantástica y de ciencia ficción,0.1237185058734439,0.1857363986122709,0.18767705057808093,0.2326275091704512,0.1251185447338366,0.206966322445178,0.10556061798521246,0.19416462266360554,0.24796531970826902,0.4104929506527773,0.11660619518108772,0.35097050002822344,0.13236864056575762,0.1971092517628768,0.3410043934309787,3.1580868233920505
Food & Beverage Management,0.2886765137047025,0.3343255175020876,0.18767705057808093,0.13957650550227071,0.3753556342015098,0.3725393804013204,0.2463081086321624,0.048541155665901385,0.07084723420236258,0.0,0.1943436586351462,0.1949836111267908,0.3971059216972729,0.11826555105772607,0.18944688523943262,3.157992728146767
Diseño y tejido de prendas con la técnica de intarsia,0.3711555176203317,0.11144183916736253,0.4222733638006821,0.04652550183409024,0.1251185447338366,0.1655730579561424,0.17593436330868742,0.19416462266360554,0.3188125539106316,0.13683098355092577,0.1943436586351462,0.1949836111267908,0.3088601613201011,0.11826555105772607,0.26522563933520565,3.149508970021266
"Hacking ético para dummies: conceptos previos
Entiende y entra en el mundo del Hacking ético, con todos los conceptos más básicos, desde el principio.",0.2061975097890732,0.3343255175020876,0.18767705057808093,0.13957650550227071,0.041706181577945534,0.206966322445178,0.035186872661737485,0.4368704009931125,0.17711808550590646,0.22805163925154293,0.1943436586351462,0.35097050002822344,0.22061440094292936,0.27595295246802753,0.11366813114365956,3.149225729024922
"Topografía y Replanteos en Obras de Edificación
Fundamentos de los Métodos y Sistemas Actuales de Representación del Entorno Constructivo",0.1237185058734439,0.26003095805717924,0.4222733638006821,0.3256785128386317,0.20853090788972767,0.206966322445178,0.2463081086321624,0.3397880896613097,0.3188125539106316,0.0,0.11660619518108772,0.1949836111267908,0.04412288018858587,0.0,0.3410043934309787,3.1488244030363894
"Excel-Tips, Trucos y Atajos que te ahorrarán tiempo
[2023] Tips, trucos y atajos avanzados de Excel, mejore su productividad, impresione a su jefe y supere sus ingresos.",0.2061975097890732,0.07429455944490836,0.1407577879335607,0.2326275091704512,0.3753556342015098,0.206966322445178,0.035186872661737485,0.24270577832950693,0.17711808550590646,0.04561032785030859,0.27208112208920465,0.1949836111267908,0.3971059216972729,0.3547966531731782,0.18944688523943262,3.1452345806580198
Macramé: crea prendas de ropa únicas,0.2886765137047025,0.1485891188898167,0.23459631322260116,0.2326275091704512,0.20853090788972767,0.1655730579561424,0.10556061798521246,0.24270577832950693,0.10627085130354387,0.3192722949521601,0.03886873172702924,0.35097050002822344,0.3971059216972729,0.03942185035257536,0.26522563933520565,3.143995606544172
"Dibujo anatómico de extremidades, manos y pies",0.08247900391562928,0.1485891188898167,0.23459631322260116,0.4187295165068121,0.3753556342015098,0.28975285142324925,0.31668185395563736,0.048541155665901385,0.24796531970826902,0.04561032785030859,0.03886873172702924,0.03899672222535816,0.3971059216972729,0.11826555105772607,0.3410043934309787,3.1425424154781
Fotografía de retrato en grupo para principiantes,0.2061975097890732,0.3343255175020876,0.23459631322260116,0.0,0.3753556342015098,0.3725393804013204,0.0,0.3397880896613097,0.10627085130354387,0.4104929506527773,0.1943436586351462,0.1949836111267908,0.1764915207543435,0.1971092517628768,0.0,3.142494289013381
Dibujo de retrato artístico: captura expresiones auténticas,0.04123950195781464,0.11144183916736253,0.04691926264452023,0.4187295165068121,0.3753556342015098,0.3725393804013204,0.31668185395563736,0.048541155665901385,0.17711808550590646,0.4104929506527773,0.1943436586351462,0.1949836111267908,0.04412288018858587,0.27595295246802753,0.11366813114365956,3.142130414221772
"Certified Ethical Hacking ( Exam ) 2023
( Examen en Español )",0.1237185058734439,0.11144183916736253,0.23459631322260116,0.18610200733636095,0.20853090788972767,0.206966322445178,0.2463081086321624,0.4368704009931125,0.24796531970826902,0.22805163925154293,0.1943436586351462,0.03899672222535816,0.13236864056575762,0.3547966531731782,0.18944688523943262,3.1405039243586343
"240 preguntas de simulación de examen ISTQB Foundation Level
240 preguntas con respuestas y justificaciones, para prepararse rumbo a la certificación en pruebas ISTQB fundamentos.",0.1237185058734439,0.1857363986122709,0.23459631322260116,0.2326275091704512,0.16682472631178213,0.28975285142324925,0.035186872661737485,0.4368704009931125,0.07084723420236258,0.18244131140123435,0.11660619518108772,0.15598688890143264,0.3971059216972729,0.3547966531731782,0.1515575081915461,3.134655291016763
Ilustración kawaii: crea personajes encantadores,0.3711555176203317,0.1485891188898167,0.0,0.3256785128386317,0.3753556342015098,0.12417979346710681,0.17593436330868742,0.24270577832950693,0.17711808550590646,0.3192722949521601,0.1943436586351462,0.1949836111267908,0.13236864056575762,0.27595295246802753,0.07577875409577305,3.1334167160051534
Ilustración con Procreate: dibuja escenas imposibles,0.3711555176203317,0.3343255175020876,0.4222733638006821,0.2326275091704512,0.29194327104561874,0.0827865289780712,0.035186872661737485,0.048541155665901385,0.17711808550590646,0.09122065570061717,0.11660619518108772,0.2729770555775071,0.3088601613201011,0.15768740141030144,0.18944688523943262,3.132756176379835
Diseño y confección de alpargatas,0.16495800783125855,0.1485891188898167,0.3284348385116416,0.4187295165068121,0.29194327104561874,0.0413932644890356,0.2463081086321624,0.19416462266360554,0.10627085130354387,0.22805163925154293,0.1943436586351462,0.2729770555775071,0.22061440094292936,0.27595295246802753,0.0,3.1327313067486484
